run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.energy_per_sample,metrics.phydra_n_ft_post_pruning,metrics.file_size,metrics.phydra_n_ft_pre_prune,metrics.bal_acc,metrics.infer_energy_total,metrics.phydra_n_par_post_prune,metrics.macro_f1,metrics.micro_f1,metrics.parameters,metrics.weighted_f1,metrics.precision,metrics.infer_time_total,metrics.train_energy_total,metrics.accuracy,metrics.time_per_sample,metrics.train_time_total,metrics.train_energy_per_epoch,metrics.train_time_per_epoch,metrics.phydra_n_par_pre_prune,metrics.pquant_n_ft_pre_prune,metrics.pquant_n_par_pre_prune,metrics.pquant_n_par_post_prune,metrics.pquant_n_ft_post_prune,metrics.hydrant_n_qft_pre_prune,metrics.hydrant_n_par_post_prune,metrics.hydrant_n_qft_post_prune,metrics.hydrant_n_par_pre_prune,metrics.hydrant_n_hft_pre_prune,metrics.hydrant_n_ft_post_prune,metrics.hydrant_n_hft_post_prune,metrics.hydrant_n_ft_pre_prune,params.num_groups,params.n_train_samples,params.use_pretrained,params.n_samples,params.gpu,params.model,params.classifier,params.datadir,params.seed,params.dataset,params.max_depth,params.n_labels,params.kernel_length,params.num_estimators,params.prune_rate,params.criterion,params.num_kernels_per_group,params.length,params.fold,params.lr,params.software,params.n_epochs,params.measure_power_secs,params.max_num_channels,params.max_features,params.discard_model,params.architecture,params.dropout,params.batch_size,params.n_channels,params.output_dir,params.hydra_subbatch,tags.mlflow.source.git.repoURL,tags.mlflow.user,tags.mlflow.runName,tags.mlflow.source.git.commit,tags.mlflow.source.name,tags.mlflow.source.type,tags.mlflow.project.entryPoint,tags.mlflow.project.env,tags.mlflow.project.backend
e1f02f97da1f4219b65490ae1a9d3555,441869507881142858,FINISHED,/data/d1/ts_archive/results/441869507881142858/e1f02f97da1f4219b65490ae1a9d3555/artifacts,2025-12-22 11:27:25.070000+00:00,2025-12-22 11:29:15.230000+00:00,0.004453934897440548,,429343532.0,,0.5923453454319956,88.21018064381005,,0.5857174713544575,0.7528401918707397,3156048.0,0.7196554887698593,0.7635813818805521,0.3866565348580479,22447.71653997348,0.7528401918707397,1.9523177725728244e-05,99.06556015554816,224.47716539973482,0.9906556015554816,,,,,,2040.0,3156048.0,470.0,2575602.0,2048.0,854.0,384.0,4088.0,64,79882,,99687,-1,Hydrant,XRF,/data/d1/ts_archive/datasets,1234,Tiselac,20,9,9,200,0.8,entropy,8,23,2,0.001,PyTorch 2.9.0+cu128,100,0.5,8,0.1,False,13th Gen Intel(R) Core(TM) i9-13900K,0.01,65536,10,/data/d1/ts_archive/results/441869507881142858/e1f02f97da1f4219b65490ae1a9d3555/artifacts,4,https://github.com/ANON2/TS_Archive.git,ANON1,thoughtful-robin-815,2ba81db4ea05c65817b596ef2f113e084de3fbd8,file:///home/ANON1/repos/TS_Archive-1#ts_archive_experiments,PROJECT,main.py,conda,local
71bd20f7a8b946208dd4713aadaa7698,441869507881142858,FINISHED,/data/d1/ts_archive/results/441869507881142858/71bd20f7a8b946208dd4713aadaa7698/artifacts,2025-12-22 11:25:53.663000+00:00,2025-12-22 11:27:23.287000+00:00,0.013452198533777963,,350428597.0,,0.5993333759701187,266.42079196147256,,0.5959189798819245,0.7606664983590002,2575602.0,0.7331047693820215,0.7614304295320904,1.1410180972889066,18900.096411285,0.7606664983590002,5.7612627987321714e-05,77.67625865153968,189.00096411285003,0.7767625865153969,,,,,,,,,,,,,,64,79882,,99687,-1,Hydrant,XRF,/data/d1/ts_archive/datasets,1234,Tiselac,20,9,9,200,0.0,entropy,8,23,2,0.001,PyTorch 2.9.0+cu128,100,0.5,8,0.1,False,13th Gen Intel(R) Core(TM) i9-13900K,0.01,65536,10,/data/d1/ts_archive/results/441869507881142858/71bd20f7a8b946208dd4713aadaa7698/artifacts,4,https://github.com/ANON2/TS_Archive.git,ANON1,intelligent-goose-70,2ba81db4ea05c65817b596ef2f113e084de3fbd8,file:///home/ANON1/repos/TS_Archive-1#ts_archive_experiments,PROJECT,main.py,conda,local
2319f3a9192d4825a3e52e53e183da2c,441869507881142858,FINISHED,/data/d1/ts_archive/results/441869507881142858/2319f3a9192d4825a3e52e53e183da2c/artifacts,2025-12-22 11:25:16.002000+00:00,2025-12-22 11:25:51.053000+00:00,0.0039012051254056464,384.0,38863.0,2048.0,0.5291567412055789,78.96429294333569,6623.0,0.5146051644903523,0.669482733066548,6623.0,0.6402277783984998,0.6722768667919937,0.368142913095653,5872.66952921784,0.669482733066548,1.8187980489879602e-05,25.768718750216067,58.7266952921784,0.2576871875021607,32415.0,,,,,,,,,,,,,64,79446,,99687,-1,Hydra,XRF,/data/d1/ts_archive/datasets,1234,Tiselac,20,9,9,200,0.8,entropy,8,23,1,0.001,PyTorch 2.9.0+cu128,100,0.5,8,0.1,False,13th Gen Intel(R) Core(TM) i9-13900K,0.01,32,10,/data/d1/ts_archive/results/441869507881142858/2319f3a9192d4825a3e52e53e183da2c/artifacts,,https://github.com/ANON2/TS_Archive.git,ANON1,bright-fowl-904,2ba81db4ea05c65817b596ef2f113e084de3fbd8,file:///home/ANON1/repos/TS_Archive-1#ts_archive_experiments,PROJECT,main.py,conda,local
3a51f83046b549b6a1d7af6808b539c8,441869507881142858,FINISHED,/data/d1/ts_archive/results/441869507881142858/3a51f83046b549b6a1d7af6808b539c8/artifacts,2025-12-22 11:24:44.804000+00:00,2025-12-22 11:25:15.093000+00:00,0.011426113998910928,,141773.0,,0.5590759358776041,231.27597345195608,,0.5441700174266308,0.7045106467071784,32415.0,0.686119527030481,0.7170352413809427,0.9917114712297916,4604.20623883944,0.7045106467071784,4.899518162293324e-05,19.40915737207979,46.0420623883944,0.19409157372079788,,,,,,,,,,,,,,64,79446,,99687,-1,Hydra,XRF,/data/d1/ts_archive/datasets,1234,Tiselac,20,9,9,200,0.0,entropy,8,23,1,0.001,PyTorch 2.9.0+cu128,100,0.5,8,0.1,False,13th Gen Intel(R) Core(TM) i9-13900K,0.01,32,10,/data/d1/ts_archive/results/441869507881142858/3a51f83046b549b6a1d7af6808b539c8/artifacts,,https://github.com/ANON2/TS_Archive.git,ANON1,languid-shad-570,2ba81db4ea05c65817b596ef2f113e084de3fbd8,file:///home/ANON1/repos/TS_Archive-1#ts_archive_experiments,PROJECT,main.py,conda,local
4b0cc53f560846898943bfe2244c4bcf,441869507881142858,FINISHED,/data/d1/ts_archive/results/441869507881142858/4b0cc53f560846898943bfe2244c4bcf/artifacts,2025-12-22 11:23:57.673000+00:00,2025-12-22 11:24:42.306000+00:00,0.0011338482117944527,,499026807.0,,0.5939921549134932,22.950221654931514,,0.5776133123673559,0.7259028704115409,3668546.0,0.6995534920932551,0.7398001402231461,0.1288579534739256,8499.10609439568,0.7259028704115409,6.366185142726426e-06,34.84031089395285,84.9910609439568,0.34840310893952847,,2040.0,2812978.0,3668546.0,330.0,,,,,,,,,64,79446,,99687,-1,Quant,XRF,/data/d1/ts_archive/datasets,1234,Tiselac,20,9,9,200,0.8,entropy,8,23,1,0.001,PyTorch 2.9.0+cu128,100,0.5,8,0.1,False,13th Gen Intel(R) Core(TM) i9-13900K,0.01,65536,10,/data/d1/ts_archive/results/441869507881142858/4b0cc53f560846898943bfe2244c4bcf/artifacts,,https://github.com/ANON2/TS_Archive.git,ANON1,upset-asp-453,2ba81db4ea05c65817b596ef2f113e084de3fbd8,file:///home/ANON1/repos/TS_Archive-1#ts_archive_experiments,PROJECT,main.py,conda,local
a33df562e1084f0095e0f1807f513265,441869507881142858,FINISHED,/data/d1/ts_archive/results/441869507881142858/a33df562e1084f0095e0f1807f513265/artifacts,2025-12-22 11:23:13.794000+00:00,2025-12-22 11:23:56.784000+00:00,0.0032008881188802813,,366846693.0,,0.5925924312607388,64.78917641425578,,0.5837200880641317,0.7324736920112642,2696638.0,0.7047316171127667,0.7455018340173674,0.2956182202324271,7843.41396592848,0.7324736920112642,1.46049217050752e-05,32.024585355073214,78.4341396592848,0.32024585355073215,,,,,,,,,,,,,,64,79446,,99687,-1,Quant,XRF,/data/d1/ts_archive/datasets,1234,Tiselac,20,9,9,200,0.0,entropy,8,23,1,0.001,PyTorch 2.9.0+cu128,100,0.5,8,0.1,False,13th Gen Intel(R) Core(TM) i9-13900K,0.01,65536,10,/data/d1/ts_archive/results/441869507881142858/a33df562e1084f0095e0f1807f513265/artifacts,,https://github.com/ANON2/TS_Archive.git,ANON1,rambunctious-bat-92,2ba81db4ea05c65817b596ef2f113e084de3fbd8,file:///home/ANON1/repos/TS_Archive-1#ts_archive_experiments,PROJECT,main.py,conda,local
b0680202a9714fe194c156789027e4c8,441869507881142858,FINISHED,/data/d1/ts_archive/results/441869507881142858/b0680202a9714fe194c156789027e4c8/artifacts,2025-12-22 11:21:20.440000+00:00,2025-12-22 11:23:11.176000+00:00,0.004537580875839945,,439182854.0,,0.5725941412972686,91.84517450787632,,0.5638923238174889,0.7201225235907317,3228396.0,0.6890507915734781,0.7335119423479317,0.4026628537103534,22467.20096234412,0.7201225235907317,1.989342689147539e-05,99.62914041429758,224.6720096234412,0.9962914041429758,,,,,,2040.0,3228396.0,470.0,2602332.0,2048.0,854.0,384.0,4088.0,64,79446,,99687,-1,Hydrant,XRF,/data/d1/ts_archive/datasets,1234,Tiselac,20,9,9,200,0.8,entropy,8,23,1,0.001,PyTorch 2.9.0+cu128,100,0.5,8,0.1,False,13th Gen Intel(R) Core(TM) i9-13900K,0.01,65536,10,/data/d1/ts_archive/results/441869507881142858/b0680202a9714fe194c156789027e4c8/artifacts,4,https://github.com/ANON2/TS_Archive.git,ANON1,victorious-stoat-984,2ba81db4ea05c65817b596ef2f113e084de3fbd8,file:///home/ANON1/repos/TS_Archive-1#ts_archive_experiments,PROJECT,main.py,conda,local
40ca26cf57034fd696fd00aa2aaa79ba,441869507881142858,FINISHED,/data/d1/ts_archive/results/441869507881142858/40ca26cf57034fd696fd00aa2aaa79ba/artifacts,2025-12-22 11:19:48.901000+00:00,2025-12-22 11:21:18.802000+00:00,0.013823893472781575,,354063877.0,,0.5869700528329366,279.80942778257185,,0.5793049817048969,0.7276814386640976,2602332.0,0.7001950478211875,0.7432729651448666,1.2248504338786006,18998.91014097708,0.7276814386640976,6.051333599518801e-05,78.14534268341959,189.9891014097708,0.7814534268341958,,,,,,,,,,,,,,64,79446,,99687,-1,Hydrant,XRF,/data/d1/ts_archive/datasets,1234,Tiselac,20,9,9,200,0.0,entropy,8,23,1,0.001,PyTorch 2.9.0+cu128,100,0.5,8,0.1,False,13th Gen Intel(R) Core(TM) i9-13900K,0.01,65536,10,/data/d1/ts_archive/results/441869507881142858/40ca26cf57034fd696fd00aa2aaa79ba/artifacts,4,https://github.com/ANON2/TS_Archive.git,ANON1,bold-lamb-738,2ba81db4ea05c65817b596ef2f113e084de3fbd8,file:///home/ANON1/repos/TS_Archive-1#ts_archive_experiments,PROJECT,main.py,conda,local
f6a95843a8bf4c8fbda51016ee4b0b67,441869507881142858,FINISHED,/data/d1/ts_archive/results/441869507881142858/f6a95843a8bf4c8fbda51016ee4b0b67/artifacts,2025-12-22 11:19:13.541000+00:00,2025-12-22 11:19:46.502000+00:00,0.005316047168451152,384.0,39014.0,2048.0,0.5819115050497801,105.1514129919638,6623.0,0.5742284957783534,0.8049544994944389,6623.0,0.7940724094388076,0.7985442214441918,0.5006658537313342,5521.80809978424,0.8049544994944389,2.5311721624435502e-05,23.694197746925056,55.2180809978424,0.23694197746925055,32415.0,,,,,,,,,,,,,64,79907,,99687,-1,Hydra,XRF,/data/d1/ts_archive/datasets,1234,Tiselac,20,9,9,200,0.8,entropy,8,23,0,0.001,PyTorch 2.9.0+cu128,100,0.5,8,0.1,False,13th Gen Intel(R) Core(TM) i9-13900K,0.01,32,10,/data/d1/ts_archive/results/441869507881142858/f6a95843a8bf4c8fbda51016ee4b0b67/artifacts,,https://github.com/ANON2/TS_Archive.git,ANON1,rare-mule-562,2ba81db4ea05c65817b596ef2f113e084de3fbd8,file:///home/ANON1/repos/TS_Archive-1#ts_archive_experiments,PROJECT,main.py,conda,local
65147e2c571e4d5dae7a4616c16f6366,441869507881142858,FINISHED,/data/d1/ts_archive/results/441869507881142858/65147e2c571e4d5dae7a4616c16f6366/artifacts,2025-12-22 11:18:43.261000+00:00,2025-12-22 11:19:12.674000+00:00,0.01207606279576476,,141773.0,,0.5885029508514017,238.86452210022694,,0.584398908071451,0.7928210313447928,32415.0,0.7813685775297139,0.7911869035428933,1.0243666218593717,4461.966785032199,0.7928210313447928,5.1787999082880266e-05,18.596964423544705,44.619667850321996,0.18596964423544704,,,,,,,,,,,,,,64,79907,,99687,-1,Hydra,XRF,/data/d1/ts_archive/datasets,1234,Tiselac,20,9,9,200,0.0,entropy,8,23,0,0.001,PyTorch 2.9.0+cu128,100,0.5,8,0.1,False,13th Gen Intel(R) Core(TM) i9-13900K,0.01,32,10,/data/d1/ts_archive/results/441869507881142858/65147e2c571e4d5dae7a4616c16f6366/artifacts,,https://github.com/ANON2/TS_Archive.git,ANON1,smiling-goose-117,2ba81db4ea05c65817b596ef2f113e084de3fbd8,file:///home/ANON1/repos/TS_Archive-1#ts_archive_experiments,PROJECT,main.py,conda,local
